"UserID"|"CenterVisitDate"|"Zone"|"RefNLID"|"DeviceTypeID"|"TrafficSourceID"|"ContentTypeID"|"SiteCode"|"CleanPageName"|"ArticleType"|"EditorialContentType"|"SessionTimeSpent"|"VideoName"|"VideoPlayTime"|"CampaignID"|"PVCount"
"66901694"|"20170702"|"/cs/farxiga"|"26"|"2"|"2"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/managing-type-2-diabetes/treatment-options"|"Treatment-General"|"Landing"|"0"|""|"0"|"240"|"1"
"66940722"|"20170702"|"/cs/farxiga"|"26"|"4"|"2"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/managing-type-2-diabetes/treatment-options"|"Treatment-General"|"Landing"|"0"|""|"0"|"240"|"1"
"67309225"|"20170702"|"/cs/farxiga"|"26"|"2"|"2"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/managing-type-2-diabetes/avoid-bad-habits"|"Lifestyle-General"|"Landing"|"0"|""|"0"|"240"|"1"
"67436512"|"20170702"|"/cs/farxiga"|"26"|"4"|"2"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/managing-type-2-diabetes/treatment-options"|"Treatment-General"|"Landing"|"0"|""|"0"|"240"|"1"
"67551371"|"20170702"|"/cs/farxiga"|"26"|"1"|"2"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/type-2-diabetes-guide-healthy-habits/sleep-quality-matters"|"Lifestyle-General"|"CuSo Article 3.0"|"0"|""|"0"|"240"|"1"
"67933832"|"20170702"|"/cs/farxiga"|"26"|"2"|"2"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/type-2-diabetes-guide-healthy-habits/sleep-quality-matters"|"Lifestyle-General"|"CuSo Article 3.0"|"0"|""|"0"|"240"|"1"
"67962835"|"20170702"|"/cs/farxiga"|"26"|"5"|"2"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/type-2-diabetes-guide-healthy-habits/sleep-quality-matters"|"Lifestyle-General"|"CuSo Article 3.0"|"0"|""|"0"|"240"|"1"
"68344819"|"20170702"|"/cs/farxiga"|"26"|"1"|"2"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/managing-type-2-diabetes/diabetes-diet-myths-debunked"|"Lifestyle-Symptom Management"|"Landing"|"0"|""|"0"|"240"|"1"
"68357787"|"20170702"|"/cs/farxiga"|"26"|"5"|"2"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/managing-type-2-diabetes/treatment-options"|"Treatment-General"|"Landing"|"0"|""|"0"|"240"|"1"
"68379027"|"20170702"|"/cs/farxiga"|"26"|"1"|"2"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/managing-type-2-diabetes/best-and-worst-foods"|"Lifestyle-Symptom Management"|"Landing"|"0"|""|"0"|"240"|"1"
"68634768"|"20170702"|"/cs/farxiga"|"26"|"2"|"2"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/managing-type-2-diabetes/avoid-bad-habits"|"Lifestyle-General"|"Landing"|"0"|""|"0"|"240"|"1"
"68754082"|"20170702"|"/cs/farxiga"|"26"|"5"|"2"|"3"|"everydayhealth"|"www.everydayhealth.com/solutions/landing/managing-type-2-diabetes"|"Landing-None"|"Landing"|"0"|""|"0"|"240"|"1"
"68754082"|"20170702"|"/cs/farxiga"|"26"|"5"|"2"|"3"|"everydayhealth"|"www.everydayhealth.com/hs/managing/type-2-diabetes/diabetes-friendly-dinners-pictures"|"Lifestyle-Nutrition"|"Custom Solutions Slideshow"|"143"|""|"0"|"240"|"10"
"69145286"|"20170702"|"/cs/farxiga"|"26"|"1"|"2"|"3"|"everydayhealth"|"www.everydayhealth.com/hs/managing-type-2-diabetes/weight-loss-tips-pictures"|"Lifestyle-Fitness"|"Landing"|"124"|""|"0"|"240"|"10"
"69145286"|"20170702"|"/cs/farxiga"|"26"|"1"|"2"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/managing-type-2-diabetes/turned-my-diabetes-care-around-deborah-chase"|"Lifestyle-Personal Story"|"Landing"|"59"|""|"0"|"240"|"1"
"69160229"|"20170702"|"/cs/farxiga"|"26"|"4"|"2"|"3"|"everydayhealth"|"www.everydayhealth.com/solutions/landing/managing-type-2-diabetes"|"Landing-None"|"Landing"|"51"|""|"0"|"240"|"1"
"69160229"|"20170702"|"/cs/farxiga"|"26"|"4"|"2"|"3"|"everydayhealth"|"www.everydayhealth.com/hs/managing-type-2-diabetes/surprising-complications-pictures"|"Condition Basics-Complications"|"Landing"|"400"|""|"0"|"240"|"10"
"69160229"|"20170702"|"/cs/farxiga"|"26"|"4"|"2"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/type-2-diabetes-guide-healthy-habits/sleep-quality-matters"|"Lifestyle-General"|"CuSo Article 3.0"|"845"|""|"0"|"240"|"1"
"69428532"|"20170702"|"/cs/farxiga"|"26"|"4"|"2"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/managing-type-2-diabetes/avoid-bad-habits"|"Lifestyle-General"|"Landing"|"23"|""|"0"|"240"|"1"
"69591657"|"20170702"|"/cs/farxiga"|"26"|"5"|"2"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/managing-type-2-diabetes/best-and-worst-foods"|"Lifestyle-Symptom Management"|"Landing"|"0"|""|"0"|"240"|"1"
"69672028"|"20170702"|"/cs/farxiga"|"26"|"1"|"2"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/managing-type-2-diabetes/avoid-bad-habits"|"Lifestyle-General"|"Landing"|"0"|""|"0"|"240"|"1"
"69838705"|"20170702"|"/cs/farxiga"|"26"|"5"|"2"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/type-2-diabetes-guide-healthy-habits/sleep-quality-matters"|"Lifestyle-General"|"CuSo Article 3.0"|"0"|""|"0"|"240"|"1"
"69923178"|"20170702"|"/cs/farxiga"|"26"|"1"|"2"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/managing-type-2-diabetes/avoid-bad-habits"|"Lifestyle-General"|"Landing"|"0"|""|"0"|"240"|"1"
"69994099"|"20170702"|"/cs/farxiga"|"26"|"2"|"2"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/type-2-diabetes-guide-healthy-habits/sleep-quality-matters"|"Lifestyle-General"|"CuSo Article 3.0"|"0"|""|"0"|"240"|"1"
"69995924"|"20170702"|"/cs/farxiga"|"26"|"4"|"2"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/managing-type-2-diabetes/treatment-options"|"Treatment-General"|"Landing"|"0"|""|"0"|"240"|"1"
