"UserID"|"CenterVisitDate"|"Zone"|"RefNLID"|"DeviceTypeID"|"TrafficSourceID"|"ContentTypeID"|"SiteCode"|"CleanPageName"|"ArticleType"|"EditorialContentType"|"SessionTimeSpent"|"VideoName"|"VideoPlayTime"|"CampaignID"|"PVCount"
"73772392"|"20170706"|"/cs/humiraas14"|"-1"|"5"|"6"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/ankylosing-spondylitis-treatment-management/bad-habits"|"Lifestyle-General"|"Custom Solutions Article"|"396"|""|"0"|"248"|"1"
"76717293"|"20170706"|"/cs/humiraas14"|"51"|"2"|"2"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/ankylosing-spondylitis-treatment-management/best-worst-shoes"|"Lifestyle-General"|"CuSo Article 3.0"|"0"|""|"0"|"248"|"1"
"77257826"|"20170706"|"/cs/humiraas14"|"-1"|"5"|"6"|"3"|"everydayhealth"|"www.everydayhealth.com/solutions/landing/ankylosing-spondylitis-treatment-management"|"Landing-None"|"Landing"|"0"|""|"0"|"248"|"1"
"77509815"|"20170706"|"/cs/humiraas14"|"48"|"5"|"2"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/ankylosing-spondylitis-treatment-management/diagnosis-alicia-graf-mack"|"Diagnosis-Personal Story"|"Custom Solutions Article"|"0"|""|"0"|"248"|"1"
"77642954"|"20170706"|"/cs/humiraas14"|"-1"|"1"|"39"|"3"|"everydayhealth"|"www.everydayhealth.com/solutions/landing/ankylosing-spondylitis-treatment-management"|"Landing-None"|"Landing"|"0"|""|"0"|"248"|"1"
"77642954"|"20170706"|"/cs/humiraas14"|"-1"|"1"|"39"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/ankylosing-spondylitis-treatment-management/driving-tips"|"Lifestyle-Adjustments"|"CuSo Article 3.0"|"65"|""|"0"|"248"|"1"
"77977876"|"20170706"|"/cs/humiraas14"|"48"|"5"|"2"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/ankylosing-spondylitis-treatment-management/staying-active-philip-donlay"|"Lifestyle-Personal Story"|"Custom Solutions Article"|"0"|""|"0"|"248"|"1"
"77977876"|"20170706"|"/cs/humiraas14"|"48"|"5"|"2"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/ankylosing-spondylitis-treatment-management/diagnosis-alicia-graf-mack"|"Diagnosis-Personal Story"|"Custom Solutions Article"|"232"|""|"0"|"248"|"1"
"78847310"|"20170706"|"/cs/humiraas14"|"-1"|"1"|"6"|"3"|"everydayhealth"|"www.everydayhealth.com/hs/ankylosing-spondylitis-treatment-management/why-exercise-good-ankylosing-spondylitis"|"Lifestyle-Fitness"|"Custom Solutions Slideshow"|"40"|""|"0"|"248"|"5"
"78847310"|"20170706"|"/cs/humiraas14"|"-1"|"1"|"6"|"3"|"everydayhealth"|"www.everydayhealth.com/solutions/landing/ankylosing-spondylitis-treatment-management"|"Landing-None"|"Landing"|"171"|""|"0"|"248"|"1"
"79736945"|"20170706"|"/cs/humiraas14"|"-1"|"1"|"39"|"10"|"everydayhealth"|"www.everydayhealth.com/hs/ankylosing-spondylitis-treatment-management/natural-pain-relief"|"Lifestyle-Symptom Management"|"Custom Solutions Article"|"827"|""|"0"|"248"|"1"
"7322864"|"20170706"|"/cs/humiracrohns/ad1"|"-1"|"1"|"6"|"10"|"everydayhealth"|"assessment.everydayhealth.com/crohns-disease-daily-routine"|""|""|"134"|""|"0"|"249"|"15"
"11577084"|"20170706"|"/cs/humiracrohns/ad1"|"-1"|"1"|"6"|"10"|"everydayhealth"|"assessment.everydayhealth.com/crohns-disease-daily-routine"|""|""|"16"|""|"0"|"249"|"2"
"12331614"|"20170706"|"/cs/humiracrohns/ad3"|"-1"|"2"|"1"|"18"|"everydayhealth"|"www.everydayhealth.com/dashboard/my-daily-crohns"|""|""|"0"|""|"0"|"249"|"1"
